LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,8028839,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,11483784,,
RUS,BLR,Belarus,SUPPLY,Tourism supply surveys,2016,2016,323418,,
RUS,BLR,Belarus,SUPPLY,Tourism supply surveys,2017,2017,387509,,
RUS,BLR,Belarus,SUPPLY,Tourism supply surveys,2018,2018,559736,,
RUS,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,1545490,,
RUS,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,2110104,,
RUS,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,3173404,,
RUS,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,397435,,
RUS,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,506921,,
RUS,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,753550,,
RUS,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,215588,,
RUS,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,270078,,
RUS,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,326165,,
RUS,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,241633,,
RUS,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,277050,,
RUS,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,346053,,
RUS,UKR,Ukraine,SUPPLY,Tourism supply surveys,2016,2016,350487,,
RUS,UKR,Ukraine,SUPPLY,Tourism supply surveys,2017,2017,370759,,
RUS,UKR,Ukraine,SUPPLY,Tourism supply surveys,2018,2018,533418,,
RUS,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,189988,,
RUS,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,248042,,
RUS,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,301775,,
RUS,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,12482319,,
RUS,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,9345778,,
RUS,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,11258720,,
RUS,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,8283573,,
RUS,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,1223599,,
RUS,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,1062205,,
RUS,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,25437893,,
RUS,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,26851658,,
RUS,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,24570518,,
RUS,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,24390002,,
RUS,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,24550910,,
RUS,CHN,China,DEMAND,Tourism demand surveys,2014,2014,873792,,
RUS,CHN,China,DEMAND,Tourism demand surveys,2015,2015,1121536,,
RUS,CHN,China,DEMAND,Tourism demand surveys,2016,2016,1288720,,
RUS,CHN,China,DEMAND,Tourism demand surveys,2017,2017,1478212,,
RUS,CHN,China,DEMAND,Tourism demand surveys,2018,2018,1690186,,
RUS,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,583824,,
RUS,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,553493,,
RUS,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,566434,,
RUS,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,580366,,
RUS,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,645157,,
RUS,FIN,Finland,DEMAND,Tourism demand surveys,2014,2014,1380179,,
RUS,FIN,Finland,DEMAND,Tourism demand surveys,2015,2015,1415853,,
RUS,FIN,Finland,DEMAND,Tourism demand surveys,2016,2016,1319030,,
RUS,FIN,Finland,DEMAND,Tourism demand surveys,2017,2017,1016738,,
RUS,FIN,Finland,DEMAND,Tourism demand surveys,2018,2018,949796,,
RUS,POL,Poland,DEMAND,Tourism demand surveys,2014,2014,1772336,,
RUS,POL,Poland,DEMAND,Tourism demand surveys,2015,2015,1725157,,
RUS,POL,Poland,DEMAND,Tourism demand surveys,2016,2016,1017462,,
RUS,POL,Poland,DEMAND,Tourism demand surveys,2017,2017,714282,,
RUS,POL,Poland,DEMAND,Tourism demand surveys,2018,2018,682229,,
RUS,UKR,Ukraine,DEMAND,Tourism demand surveys,2014,2014,8435654,,
RUS,UKR,Ukraine,DEMAND,Tourism demand surveys,2015,2015,8911705,,
RUS,UKR,Ukraine,DEMAND,Tourism demand surveys,2016,2016,8569264,,
RUS,UKR,Ukraine,DEMAND,Tourism demand surveys,2017,2017,8722832,,
RUS,UKR,Ukraine,DEMAND,Tourism demand surveys,2018,2018,8202273,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,1957691,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,1823931,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,2048981,B,Break
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,2236157,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,2376651,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,2501682,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,2675071,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,3022018,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,3396873,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,3990682,,
SVN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,4425139,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2008,2008,210229,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2009,2009,207366,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2010,2010,216270,B,Break
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2011,2011,237810,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2012,2012,257126,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2013,2013,260446,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2014,2014,284752,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2015,2015,304441,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2016,2016,335962,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2017,2017,372904,,
SVN,AUT,Austria,SUPPLY,Tourism supply surveys,2018,2018,381709,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,222218,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,195240,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,212932,B,Break
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,239721,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,261812,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,268414,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,277008,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,314095,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,342339,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,436545,,
SVN,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,506081,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,86903,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,69428,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,76149,B,Break
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,78904,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,77418,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,84099,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,85201,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,106997,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,125274,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,149863,,
SVN,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,163996,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2008,2008,123087,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2009,2009,104045,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2010,2010,114585,B,Break
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2011,2011,122764,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2012,2012,127421,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2013,2013,133103,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2014,2014,134459,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2015,2015,152448,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2016,2016,171057,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2017,2017,195130,,
SVN,HRV,Croatia,SUPPLY,Tourism supply surveys,2018,2018,218896,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,406662,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,417771,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,442021,B,Break
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,452451,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,446892,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,448541,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,479612,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,526873,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,572584,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,608363,,
SVN,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,598825,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2008,2008,66556,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2009,2009,63803,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2010,2010,65102,B,Break
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2011,2011,72422,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2012,2012,86622,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2013,2013,92273,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2014,2014,87186,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2015,2015,95337,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2016,2016,107605,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2017,2017,151042,,
SVN,NLD,Netherlands,SUPPLY,Tourism supply surveys,2018,2018,185257,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2008,2008,50560,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2009,2009,51388,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2010,2010,82612,B,Break
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2011,2011,88455,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2012,2012,85569,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2013,2013,88603,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2014,2014,90299,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2015,2015,96475,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2016,2016,114519,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2017,2017,124572,,
SVN,SRB,Serbia,SUPPLY,Tourism supply surveys,2018,2018,137516,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,5351282,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,4936293,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,5531218,B,Break
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,6049665,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,6441086,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,6671802,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,6833040,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,7481657,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,8339978,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,9685329,,
SVN,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,11176010,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,4653880,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,4280684,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,4874404,B,Break
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,5294501,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,5844053,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,4202067,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,6040628,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,6610499,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,7409504,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,8451888,,
SVN,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,9826434,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,697402,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,655609,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,656814,B,Break
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,755164,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,827748,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,1342251,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,792412,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,871158,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,930474,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,1233441,,
SVN,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,1349575,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,9592000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,9532000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,11304000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,12097000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,13069000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,14318000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,14529000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,13952000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,15121000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,14976000,,
ZAF,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,15004000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,7012000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,8074000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,8339000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,9188000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,9537000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,9549000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,8904000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,10044000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,10285000,,
ZAF,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,10472000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,485000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,446000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,453000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,420000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,438000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,437000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,402000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,407000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,448000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,448000,,
ZAF,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,431000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2008,2008,2163000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2009,2009,1049000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2010,2010,1276000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2011,2011,1527000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2012,2012,1618000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2013,2013,1461000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2014,2014,1502000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2015,2015,1395000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2016,2016,1757000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2017,2017,1747000,,
ZAF,LSO,Lesotho,DEMAND,Tourism demand surveys,2018,2018,1739000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2008,2008,1227000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2009,2009,984000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2010,2010,1052000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2011,2011,1077000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2012,2012,1104000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2013,2013,1117000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2014,2014,1283000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2015,2015,1200000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2016,2016,1268000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2017,2017,1339000,,
ZAF,MOZ,Mozambique,DEMAND,Tourism demand surveys,2018,2018,1361000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2008,2008,1088000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2009,2009,628000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2010,2010,632000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2011,2011,700000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2012,2012,769000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2013,2013,836000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2014,2014,918000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2015,2015,838000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2016,2016,894000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2017,2017,877000,,
ZAF,SWZ,Swaziland,DEMAND,Tourism demand surveys,2018,2018,884000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2008,2008,1227000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2009,2009,1228000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2010,2010,1514000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2011,2011,1553000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2012,2012,1848000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2013,2013,1935000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2014,2014,2144000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2015,2015,1901000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2016,2016,2029000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2017,2017,2040000,,
ZAF,ZWE,Zimbabwe,DEMAND,Tourism demand surveys,2018,2018,2209000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2008,2008,805000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2009,2009,484000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2010,2010,507000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2011,2011,478000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2012,2012,452000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2013,2013,537000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2014,2014,556000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2015,2015,594000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2016,2016,680000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2017,2017,681000,,
ZAF,BWA,Botswana,DEMAND,Tourism demand surveys,2018,2018,689000,,
ZAF,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,66900000,,
ZAF,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,55800000,,
